,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
JPO002,特許庁,,未来の科学の夢絵画展及び全日本学生児童発明くふう展の受賞作品の展示,,「未来の雅楽の夢絵画展」及び「全日本学生児童発明くふう展」の受賞作品を展示します。,,,1,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO003,特許庁,,つくることで学ぶSTEM教育スクール「STEMON」,,つくることで学ぶSTEM教育スクール「STEMON」を使用し、プログラミングともののしくみをものづくりで学びます。,,1,1,1,,,,1,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,45分,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,30名程度,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO004,特許庁,,ぱてっくウィッチの「グリコ　おいしいプログラミング教室　グリコード」,,江崎グリコが開発したプログラミングを学習できるアプリ「GLICODE」を使ったプログラミング教室を開催します。,,1,1,,,,,1,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,20名程度,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO005,特許庁,,明治150年プレ企画「これって、みんなニッポンの発明！？」,,来年平成３０年は明治元年から起算して満１５０年にあたります。発明の精神を継承すべく、そのプレ企画として十大発明家や商品のパネル展をします。,,1,1,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO006,特許庁,,特許庁の概要パネルの展示,,特許庁とはどのような仕事をしているのか、紹介パネルの展示をします。,,1,,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO007,特許庁,,審判廷ツアー,,"審判廷の見学及び法衣を着ての記念撮影を行います。
※審判廷とは、審判官が審判手続（特許（商標登録）異議の申立て、判定に関する手続を含む。）のうち口頭審理及び証拠調べを行う場所である。",,1,1,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO008,特許庁,,「明治おかしランド　めざせ工作名人！お菓子の箱が大ヘンシン！」,,明治のお菓子の空き箱を使った工作教室を開催します。簡単なものから難しいものまで10種類程度の作品キットをご用意します。,,1,1,1,,,,1,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO009,特許庁,,商標出願してみよう！商標出願疑似体験コーナー,,工作教室にて完成した創作物に名称をつけて、その名称を「商標登録願を用い商標出願」する体験を行います。出来上がった創作物を２階「J-PlatPatシステム」コーナーに行き、その名称が商標として登録できるか否かを調査します。類似の商標がないことを確認できたら「こども商標登録証」を贈呈します。,,1,1,1,,,,1,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO010,特許庁,,ホンモノはかっこいい！,,ホンモノとニセモノを展示し、その違いをい比べてもらうことで、ホンモノのかっこよさを感じることができます。,,1,1,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO011,特許庁,,おもちゃとマークの関係を遊びながら学ぼう,,実際のおもちゃに触れていただき、マークとの関係を学ぶことができます。また、パネルで「守られている権利」を説明します。,,1,1,,,,1,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO012,特許庁,,特許庁来庁記念スタンプ押印コーナー,,来庁記念スタンプをパスポートに押印することができます。,,,,,,,,,,1,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
JPO013,特許庁,,発明・デザイン・ブランド　クイズラリー,,各ゾーンにクイズパネルを設置し、全問正解するとガリガリくんがもらえちゃう！,,1,,,,,,,,,特許庁１階ロビー,特許庁本庁舎,東京都千代田区霞が関3丁目4番3号,35.671022,139.745846,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：特許庁総務課広報室
郵便番号：100-8915
住所：東京都千代田区霞が関1-3-1
代表電話：03-3581-1101
直通電話：03-3501-6792
fax：03-3593-2397",,,,特許庁総務課広報室,100-8915,東京都千代田区霞が関1-3-1,03-3581-1101,03-3593-2397,,,,直通電話：03-3501-6792
MLIT002,国土交通省,,"発見しよう！屋上と地下探検で！

",,国土交通省庁舎の屋上庭園及び建物免震装置の見学。,,1,,,,,1,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,60分,2017-08-02,2017-08-03,10:00,14:30,①10時00分～11時00分、②13時30分～14時30分,,,,,1,1,1,1,,,各回30名程度,必要,メール,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT003,国土交通省,,災害対策本部を体験！,,"災害対応の司令塔「国土交通省防災センター」で、最先端の機器を用いながら、大臣や副大臣になりきって、災害対策本部を実体験。
",,1,1,,,,1,,,,中央合同庁舎3号館1階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,30分,"2017-8-2
2017-8-3","2017-8-2
2017-8-3","10:30
10:30","11:00
14:00","8月2日
①10時30分～11時00分

8月3日
①10時30分～11時00分、②13時30分～14時00分",,,,,1,1,1,1,,,各回40名程度,必要,メール,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT004,国土交通省,,海難が起きたらどうなるの？,,海難審判の説明と海や船に関するクイズなどを実施。,,1,,,,,,,,,中央合同庁舎3号館1階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,30分,2017-08-02,2017-08-02,10:30,14:00,①10時30分～11時00分、②13時30分～14時00分,,,,,1,1,1,1,,,各回30名程度,必要,メール,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT005,国土交通省,,あつまれ！子ども観光庁長官,,１日子ども観光庁長官になり、長官業務の体験。,,1,,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,60分,2017-08-02,2017-08-03,,,未定,,,,,1,1,1,1,,,各日4名,必要,往復はがき（締切日消印有効）,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT006,国土交通省,日本建設業連合会,"乗ってみよう！「はたらくくるま」！
",本物のパワーショベルを動かしてボールをすくってみよう！,工事現場や、災害現場で活躍している建設機械の試乗・操作を通じた職業体験。,,1,1,,,1,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,5分,2017-08-02,2017-08-03,10:30,15:45,,,,,1,1,1,1,1,,,未定,必要,往復はがき（締切日消印有効）,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT007,国土交通省,全国中小建築工事業団体連合会・日本造園組合連合会・日本アンカー協会,職人さんになってみよう！,大工さん、庭師職人さん、アンカー職人さんってどんなお仕事？,"（１）大工体験：「かんな掛け体験」等
※事前登録必要
（２）庭師職人体験：ミニポットに好きな花や緑を植える「ミニミニ庭園」作り体験
関守石文鎮の作成　
※事前登録必要
（３）アンカー職人体験：地すべりやがけ崩れ防止の役割をもつ「アンカー」の模型を使ったお仕事体験
 (４）スタンプラリーの実施",,1,1,,,,,1,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,未定,2017-08-02,2017-08-03,10:00,15:30,,,,,1,1,1,1,1,,,未定,必要,"往復はがき（締切日消印有効）
※大工体験、庭師職人体験：「ミニミニ庭園」作り体験「関守石文鎮の作成」は必要　",7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT008,国土交通省,,建物免震装置を体験してみよう！,,"免震体験車に乗車し、免震の仕組みを学んでもらう。
免震可動模型を設置し、国の庁舎における地震対策への取り組みを学んでもらう。",,1,,,,1,1,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,"2017-8-2
2017-8-3","2017-8-2
2017-8-3","10:00
14:00","16:00
16:00","8月2日
午前2回、午後3回
8月3日
午後2回",,,,,1,1,1,1,,,各回60名程度,必要,メール,7/10/17,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT009,国土交通省,,"「霞が関地区」って何だろう？


",国政の重要な機能が集まっている！,「霞が関地区」の模型の展示、公共建築物（庁舎、学校）をパネル等で紹介,,1,,,,,1,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT010,国土交通省,,ご存じですか、このマーク？,,"会場（ベビーカー置場スペース）においてポスター掲示やチラシ配布などにより、ベビーカー使用者と周囲の方、双方に対してマークの意味を知ってもらい、安全に利用するための理解を深めてもらう。
",,1,,,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT011,国土交通省,公益財団法人 交通エコロジー・モビリティ財団（エコモ財団）,みんなで地球を守ろう！～のりたろうと学ぶ環境にやさしい　かしこいクルマのつかいかた～,,パネル展示及びクイズ等を通じて、地球温暖化について学び、かしこいクルマの使い方を学ぶ。,,1,,,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT012,国土交通省,,日本の国土について考えよう！,,体験・ゲーム・クイズ・パネル展示などを通じて、日本の国土の環境・特色などについて知ってもらう,,1,,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-02,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT013,国土交通省,,"ライジャケ・オン！
～楽しい川遊び～",,安全で楽しい川遊びのために、正しいライフジャケットの着用の仕方などを紹介,,1,,1,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT014,国土交通省,,ダムカードって知ってる？,,様々な役割・形のあるダム。ダムカードやダムかるたなどを使って、ダムを知ってもらう,,1,,,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT015,国土交通省,巧水スタイル推進チーム,水について考えよう！,,「巧水ヒントボード（ピタゴラ装置)」等を使い、水の大切さを訴求します,,1,,,,,,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT016,国土交通省,川﨑市,のぞいてみよう！下水道のヒミツ,,下水処理で活躍する微生物の観察等を通じて、下水道の仕組みや役割に共感してもらう,,1,,,,,1,,,,中央合同庁舎3号館10階受付,中央合同庁舎3号館,東京都千代田区霞が関2-1-3,35.67609,139.750355,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT017,国土交通省,,自転車を、安全に楽しく利用しよう！,,パネルやチラシ等により、自転車の活用推進に関する取組を紹介。また、自転車のメリットなどをＰＲする,,1,,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT018,国土交通省,独立行政法人自動車技術総合機構　交通安全環境研究所,鉄道の運転を体験してみよう～鉄道運転シミュレータ～,,鉄道シミュレータによる運転体験を通じて、より鉄道に親しんでもらう。また同ブース内でエコレールマークの周知を行う。,,1,1,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,3分,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
MLIT019,国土交通省,京浜急行電鉄(株),"あぶない！踏切で危険をみつけたら「非常ボタン」

",,警報中の踏切内に取り残された人等を発見したときに、列車に危険を知らせるための「非常押しボタン」を実際に押す体験をしてもらう。,,1,1,,,,,,,,中央合同庁舎2号館低層棟共用会議室入口受付,中央合同庁舎2号館,東京都千代田区霞が関2-1-2,35.675626,139.751555,,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,,,,不要,,,"担当部署：国土交通省大臣官房広報課広聴係
郵便番号：100-8918
住所：東京都千代田区霞が関２－１－３
代表電話：03-5253-8111（内線21-574）
直通電話：03-5253-8187
メール：hqt-kocho-chosei@ml.mlit.go.jp
web：http://www.mlit.go.jp/page/kanbo01_hy_004787.html",無料,,,担当部署：国土交通省大臣官房広報課広聴係,100-8918,東京都千代田区霞が関２－１－３,03-5253-8111,,21-574,hqt-kocho-chosei@ml.mlit.go.jp,http://www.mlit.go.jp/page/kanbo01_hy_004787.html,直通電話：03-5253-8187
